c0	c1	c2	c3	nb	p0x	p0y	p1x	p1y
0	2	0	1	1	0	0	0	0	0	0	0	0
1	1	0	2	1	470	0	0	0	0	0	0	0
0	1	0	0	1	940	0	0	0	0	0	0	0
1	2	2	2	1	1410	0	0	0	0	0	0	0
0	1	1	1	1	0	-470	0	0	0	0	0	0
0	0	0	2	1	470	-470	0	0	0	0	0	0
2	2	1	1	1	940	-470	0	0	0	0	0	0
0	0	1	1	1	1410	-470	0	0	0	0	0	0
0	0	2	1	1	0	-940	0	0	0	0	0	0
2	2	0	0	1	470	-940	0	0	0	0	0	0
2	1	0	1	1	940	-940	0	0	0	0	0	0
0	2	2	1	1	1410	-940	0	0	0	0	0	0
0	2	2	2	1	0	-1410	0	0	0	0	0	0
1	1	1	2	1	470	-1410	0	0	0	0	0	0
1	2	0	2	1	940	-1410	0	0	0	0	0	0
0	1	2	2	1	1410	-1410	0	0	0	0	0	0
